run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.60	0.47	0.11	133912	0	0.54	0.45	0.07	127364	0	1.14	VALID
2	0.57	0.46	0.10	133852	0	0.50	0.43	0.06	127324	0	1.07	VALID
3	0.60	0.47	0.10	133740	0	0.52	0.45	0.06	127312	0	1.12	VALID
