run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.79	0.63	0.12	135064	0	0.68	0.58	0.09	127044	0	1.47	VALID
2	0.80	0.65	0.12	135184	0	0.69	0.60	0.08	126916	0	1.49	VALID
3	0.77	0.65	0.10	135036	0	0.64	0.54	0.09	126912	0	1.41	VALID
