run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.60	0.49	0.10	135436	0	1.03	0.93	0.09	135940	0	1.63	VALID
2	0.62	0.49	0.11	135384	0	1.04	0.94	0.08	135940	0	1.66	VALID
3	0.65	0.52	0.10	135208	0	1.15	1.01	0.08	136116	0	1.80	VALID
