run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.97	0.79	0.13	140096	0	0.94	0.67	0.09	131704	0	1.91	VALID
2	0.94	0.79	0.12	139896	0	0.69	0.61	0.08	131660	0	1.63	VALID
3	0.86	0.72	0.11	139876	0	0.69	0.60	0.08	131704	0	1.55	VALID
