run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.76	0.61	0.11	135036	0	0.63	0.53	0.07	126816	0	1.39	VALID
2	0.75	0.60	0.13	135196	0	0.60	0.51	0.08	126944	0	1.35	VALID
3	0.74	0.62	0.09	135172	0	0.59	0.51	0.07	127020	0	1.33	VALID
