run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.52	0.42	0.08	115912	0	0.43	0.37	0.05	110364	0	0.95	VALID
2	0.55	0.45	0.08	115764	0	0.50	0.42	0.06	110388	0	1.05	VALID
3	0.57	0.46	0.09	115884	0	0.44	0.37	0.07	110452	0	1.01	VALID
