run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.73	0.61	0.11	135096	0	0.63	0.56	0.07	127752	0	1.36	VALID
2	0.74	0.61	0.11	135060	0	0.67	0.58	0.08	127760	0	1.41	VALID
3	0.78	0.62	0.13	135148	0	0.69	0.58	0.09	127492	0	1.47	VALID
