run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	1.00	0.83	0.14	140976	0	0.87	0.77	0.08	132220	0	1.87	VALID
2	1.02	0.85	0.14	140980	0	0.83	0.73	0.09	132628	0	1.85	VALID
3	1.10	0.88	0.14	140596	0	0.80	0.68	0.09	132556	0	1.90	VALID
