run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.85	0.59	0.11	115864	0	0.93	0.52	0.28	110320	0	1.78	VALID
2	0.68	0.53	0.13	115668	0	0.62	0.49	0.11	110576	0	1.30	VALID
3	1.12	0.78	0.17	115664	0	0.50	0.42	0.07	110284	0	1.62	VALID
