run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.95	0.80	0.13	135176	0	0.67	0.58	0.08	127468	0	1.62	VALID
2	0.88	0.72	0.13	135136	0	0.73	0.61	0.10	127060	0	1.61	VALID
3	0.87	0.69	0.14	134984	0	0.74	0.62	0.09	127156	0	1.61	VALID
