run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.78	0.65	0.11	141040	0	0.95	0.86	0.08	155608	0	1.73	VALID
2	0.76	0.65	0.09	140880	0	0.93	0.83	0.09	155352	0	1.69	VALID
3	0.78	0.67	0.09	140944	0	0.95	0.85	0.08	155504	0	1.73	VALID
