run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.88	0.72	0.13	135312	0	0.78	0.64	0.11	127372	0	1.66	VALID
2	0.81	0.67	0.12	135128	0	0.60	0.52	0.07	127136	0	1.41	VALID
3	0.73	0.60	0.11	135148	0	0.61	0.53	0.07	127120	0	1.34	VALID
