run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.61	0.52	0.08	115860	0	0.50	0.44	0.06	110404	0	1.11	VALID
2	0.62	0.51	0.10	115868	0	0.50	0.42	0.07	110300	0	1.12	VALID
3	0.64	0.50	0.09	115812	0	0.50	0.42	0.06	110364	0	1.14	VALID
