run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.74	0.62	0.10	135192	0	0.60	0.50	0.08	127168	0	1.34	VALID
2	0.78	0.64	0.11	135080	0	0.60	0.51	0.07	126916	0	1.38	VALID
3	0.72	0.58	0.13	135352	0	0.71	0.61	0.09	127404	0	1.43	VALID
