run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.55	0.45	0.09	135168	0	74.25	73.78	0.17	186424	0	74.80	VALID
2	0.56	0.46	0.09	134932	0	78.08	77.32	0.18	189112	0	78.64	VALID
3	0.64	0.50	0.11	135348	0	80.26	79.70	0.18	189056	0	80.90	VALID
