run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.95	0.82	0.11	139704	0	0.73	0.63	0.09	130988	0	1.68	VALID
2	1.01	0.86	0.12	139984	0	1.05	0.92	0.12	130872	0	2.06	VALID
3	0.99	0.84	0.14	139804	0	0.77	0.66	0.10	131256	0	1.76	VALID
