run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.76	0.65	0.09	116548	0	0.83	0.71	0.11	110824	0	1.59	VALID
2	1.24	1.01	0.19	116704	0	0.78	0.69	0.08	110904	0	2.02	VALID
3	0.76	0.63	0.10	116796	0	0.60	0.52	0.08	110884	0	1.36	VALID
