run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.62	0.49	0.10	135092	0	158.94	158.35	0.22	188340	0	159.56	VALID
2	0.62	0.51	0.10	135120	0	158.98	158.29	0.21	189128	0	159.60	VALID
3	0.59	0.50	0.08	135036	0	159.82	159.21	0.24	189128	0	160.41	VALID
