run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.51	0.41	0.09	115804	0	0.43	0.36	0.05	110288	0	0.94	VALID
2	0.50	0.41	0.08	115828	0	0.42	0.37	0.05	110400	0	0.92	VALID
3	0.73	0.47	0.08	115896	0	0.50	0.37	0.06	110460	0	1.23	VALID
