run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.76	0.64	0.10	139916	0	0.64	0.55	0.08	131408	0	1.40	VALID
2	0.80	0.67	0.10	140072	0	0.66	0.57	0.08	131532	0	1.46	VALID
3	0.77	0.65	0.11	139840	0	0.64	0.56	0.07	131424	0	1.41	VALID
