run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.71	0.55	0.09	135180	0	1.61	1.34	0.13	140752	0	2.32	VALID
2	0.70	0.54	0.10	134928	0	1.27	1.17	0.09	140616	0	1.97	VALID
3	0.62	0.49	0.11	134924	0	1.33	1.20	0.08	140696	0	1.95	VALID
