run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.75	0.64	0.10	140024	0	0.62	0.56	0.06	132024	0	1.37	VALID
2	0.78	0.64	0.11	139968	0	0.66	0.58	0.07	132052	0	1.44	VALID
3	0.75	0.64	0.10	139808	0	0.64	0.55	0.09	132056	0	1.39	VALID
