run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.57	0.46	0.09	134008	0	0.47	0.40	0.07	126904	0	1.04	VALID
2	0.55	0.43	0.10	133904	0	0.47	0.39	0.07	127040	0	1.02	VALID
3	0.58	0.47	0.09	133884	0	0.50	0.41	0.07	126968	0	1.08	VALID
