run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	1.06	0.90	0.13	141300	0	0.77	0.69	0.07	132452	0	1.83	VALID
2	1.36	1.19	0.16	141096	0	0.82	0.72	0.09	132440	0	2.18	VALID
3	1.03	0.88	0.13	141204	0	0.86	0.77	0.08	132352	0	1.89	VALID
