run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.82	0.65	0.13	140848	0	0.97	0.87	0.10	154960	0	1.79	VALID
2	0.82	0.67	0.11	141188	0	0.95	0.85	0.10	154864	0	1.77	VALID
3	0.82	0.68	0.11	140832	0	1.09	0.97	0.11	154900	0	1.91	VALID
