run_id	parse_elapsed_s	parse_user_s	parse_system_s	parse_max_rss_kib	parse_exit_status	eva_elapsed_s	eva_user_s	eva_system_s	eva_max_rss_kib	eva_exit_status	total_elapsed_s	validation_status
1	0.61	0.48	0.11	135088	0	0.98	0.89	0.08	135532	0	1.59	VALID
2	0.61	0.50	0.10	135292	0	0.99	0.91	0.07	135488	0	1.60	VALID
3	0.65	0.53	0.10	135060	0	1.02	0.91	0.09	135380	0	1.67	VALID
